Image,Original Name,Word Count Range,Sentence Number,Image Sequence,Font Size,Font Style,Blur Level,Background Color,Gold Label,Response
124,40-60_3_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,3,3,24,Jameel Noori Nastaleeq,0,0,انٹربینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277  روپے 89 پیسے ہے۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹربینک میں ڈالرکا بھاؤ 5 پیسے بڑھا ہے۔,انٹر بینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹر بینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277 روپے 89 پیسے ہے۔ انٹر بینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹر بینک میں ڈالر کا بھاؤ 5 پیسے بڑھا ہے۔
125,40-60_3_04_base_18_Alvi Nastaleeq.jpg,40-60,3,4,18,Alvi Nastaleeq,0,0,انٹربینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277  روپے 89 پیسے ہے۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹربینک میں ڈالرکا بھاؤ 5 پیسے بڑھا ہے۔,انٹربینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277 روپے 89 پیسے ہے۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹربینک میں ڈالر کا بھاؤ 5 پیسے بڑھا ہے۔
126,40-60_3_05_base_18_Nafees Nastaleeq.jpg,40-60,3,5,18,Nafees Nastaleeq,0,0,انٹربینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277  روپے 89 پیسے ہے۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹربینک میں ڈالرکا بھاؤ 5 پیسے بڑھا ہے۔,انٹربینک تبادلہ میں ڈالر 5 پیسے مہنگا ہوا ہے۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک تبادلہ میں کاروبار کے اختتام پر ڈالر کا بھاؤ 277 روپے 89 پیسے ہے۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 84 پیسے پر بند ہوا تھا۔ آج انٹربینک میں ڈالر کا بھاؤ 5 پیسے بڑھا ہے۔
127,40-60_4_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,4,1,12,Jameel Noori Nastaleeq,0,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر ہنڈریڈ انڈیکس 520 پوائنٹس بڑھ کر 92 ہزار 20 پوائنٹس کی ریکارڈ کی تھی، انٹر بینک میں ڈالر کی قدر میں 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور سٹاک ایکسچینج میں ہونے سے روپے مضبوط ہوا۔
128,40-60_4_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,4,2,18,Jameel Noori Nastaleeq,0,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹ پر بند ہوئی تھی، دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا، معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مضبوط ہوا۔
129,40-60_4_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,4,2,18,Jameel Noori Nastaleeq,0,light_yellow,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی، دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا، معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مضبوط ہوا۔
130,40-60_4_02_base_18_Jameel Noori Nastaleeq_bg-slate_gray.jpg,40-60,4,2,18,Jameel Noori Nastaleeq,0,slate_gray,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی، دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا، معیاری ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپے مضبوط رہا۔
131,40-60_4_02_base_18_Jameel Noori Nastaleeq_blur-1.25.jpg,40-60,4,2,18,Jameel Noori Nastaleeq,1.25,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی جبکہ دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور ترسیلات زر میں اضافے اور ترسیلات اکاؤنٹ سرپلس ہونے سے روپیہ مستحکم ہوا۔
132,40-60_4_02_base_18_Jameel Noori Nastaleeq_blur-1.75.jpg,40-60,4,2,18,Jameel Noori Nastaleeq,1.75,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر انٹربینک مارکیٹ کے 92 ہزار 520 پوائنٹس پر بند ہوئی تھی جبکہ دوسری جانب انٹربینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور ترسیلات اکاؤنٹ سرپلس ہونے سے روپے پر مثبت اثر ہوا۔
133,40-60_4_03_base_24_Jameel Noori Nastaleeq.jpg,40-60,4,3,24,Jameel Noori Nastaleeq,0,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی، دو سری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافہ نے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مضبوط ہوا۔
134,40-60_4_04_base_18_Alvi Nastaleeq.jpg,40-60,4,4,18,Alvi Nastaleeq,0,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی، دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی ہے، انٹر بینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مضبوط ہوا۔
135,40-60_4_05_base_18_Nafees Nastaleeq.jpg,40-60,4,5,18,Nafees Nastaleeq,0,0,گزشتہ روزکاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار  520 پوائنٹس پربند ہوئی تھی، دوسری جانب انٹربینک میں ڈالرکی قدرمیں 20 پیسےکی کمی ریکارڈ کی گئی ہے،انٹربینک میں ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مظبوط ہوا۔ ,گزشتہ روز کاروبار کے اختتام پر اسٹاک مارکیٹ 92 ہزار 520 پوائنٹس پر بند ہوئی تھی، دوسری جانب انٹر بینک میں ڈالر کی قدر میں 20 پیسے کی کمی ریکارڈ کی گئی اور ڈالر 277 روپے 75 پیسے پر آگیا۔ معاشی ماہرین کا کہنا ہے کہ ترسیلات زر میں اضافے اور کرنٹ اکاؤنٹ سرپلس ہونے سے روپیہ مضبوط ہوا۔
136,40-60_5_01_base_12_Jameel Noori Nastaleeq.jpg,40-60,5,1,12,Jameel Noori Nastaleeq,0,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشائی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق قرض ماحولیاتی اور قدرتی آفات سے تحفظ کے پروگرام پر خرچ کیا جائے گا۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی۔
137,40-60_5_02_base_18_Jameel Noori Nastaleeq.jpg,40-60,5,2,18,Jameel Noori Nastaleeq,0,0,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشیا ئی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اور قدرتی آفات سے تحفظ کے پروگرام پر خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی۔
138,40-60_5_02_base_18_Jameel Noori Nastaleeq_bg-light_yellow.jpg,40-60,5,2,18,Jameel Noori Nastaleeq,0,light_yellow,ایشیائی ترقیاتی بینک نے پاکستان کیلئے50 کروڑڈالرقرض کی منظوری دےدی ہے ۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیاتی اورقدرتی آفات سےتحفظ کےپروگرام پرخرچ کی جائےگی۔ پاکستان ماحولیاتی تبدیلی سےسب سےزیادہ متاثرہ ممالک میں شامل ہے۔ اےڈی بی کےبورڈ آف ڈائریکٹرنےپاکستان کیلئےقرض کی منظوری دی۔,ایشیا ئی ترقیاتی بینک نے پاکستان کیلئے 50 کروڑ ڈالر قرض کی منظوری دے دی ہے۔ ایشیائی ترقیاتی بینک کے مطابق رقم ماحولیات اور قدرتی آفات سے تحفظ کے پروگرام پر خرچ کی جائے گی۔ پاکستان ماحولیاتی تبدیلی سے سب سے زیادہ متاثرہ ممالک میں شامل ہے۔ اے ڈی بی کے بورڈ آف ڈائریکٹر نے پاکستان کیلئے قرض کی منظوری دی۔
